Dialouge ,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,Actor
Ajith (1).wav,1851.445132,314955.9386,3976.592325,1605969.796,0.105968612,0.003445596,0.41207016,0.08850389,0.071246833,0.001285652,143.5546875,-90.76403,5730.023,112.96502,702.60925,-5.247983,319.13797,24.83811,276.02136,1.2519093,182.65794,16.691984,156.8792,-0.615291,113.34544,7.714185,78.41503,-2.6616929,86.87385,6.791303,59.40145,-5.3277345,81.509865,5.380191,62.967663,-2.882077,48.822407,2.0057294,63.615128,3.75435,45.945976,2.317295,47.655666,-4.871078,45.794067,0.98324716,38.32731,-5.4732637,54.456585,-2.3110783,54.69892,Ajith
Ajith (2).wav,1471.787085,474496.2895,2850.586949,2379365.805,0.060207351,0.000849344,0.43068275,0.09231287,0.055204674,0.002340533,129.1992188,-183.4017,5949.7485,131.3417,1423.5858,-3.2333093,494.81747,22.283995,512.2746,12.260425,417.05673,13.319748,202.68544,8.750509,225.59996,8.183092,180.16849,-3.1205575,114.18588,1.4795853,66.88125,-4.2826276,124.07206,8.641448,114.30531,-1.3503904,83.26542,-0.69608176,84.59284,-1.6622264,58.380856,4.687345,57.095856,-3.1003134,75.38385,4.6046124,68.7166,-0.4064685,57.47945,1.8065258,64.03002,Ajith
Ajith (3).wav,1436.982761,887153.0945,2918.31062,4592754.802,0.031576017,0.000869501,0.3477864,0.09516853,0.062071389,0.002665558,129.1992188,-293.23975,29961.713,106.300644,3244.3345,1.8927572,273.6359,10.006982,290.07083,17.01708,424.8315,6.510243,138.86983,9.082292,128.50021,6.5169144,149.47289,-10.174703,156.51529,1.2109165,61.757137,-3.9449606,109.55536,5.805972,100.18453,-1.8960823,89.03813,-3.44912,87.872826,1.8404202,52.00661,5.2656984,51.954937,-5.746795,74.54818,3.2374437,39.010357,-2.0831907,40.020924,-0.11074287,40.93927,Ajith
Ajith (4).wav,1360.750536,467347.92,2552.775658,1633248.776,0.020529763,0.000410278,0.397836,0.086877845,0.055035513,0.002947198,143.5546875,-342.89804,11928.914,134.01382,1301.8104,4.919073,577.18335,24.027813,237.61465,17.365458,287.237,5.5730205,204.30283,8.6321535,115.67208,7.616866,114.307,-4.7354536,183.14268,4.8982015,73.39051,-3.5478532,87.515305,-0.18351948,80.78978,-4.0493727,98.456116,-2.7692168,55.741756,2.3404953,61.406216,2.5617368,62.676235,-2.9395554,169.41277,5.5089116,50.899918,-2.0635364,83.03225,4.492844,67.53888,Ajith
Ajith (5).wav,2285.235699,1106844.88,4739.371628,4503452.848,0.041836709,0.001008629,0.4488387,0.10046812,0.118880395,0.009489372,151.9990809,-202.42021,9443.592,100.12176,1443.6742,-2.2176387,332.44144,14.365157,178.7614,1.2063501,249.08867,0.23154996,117.00612,1.2326363,138.81873,-2.382396,113.128174,-15.081582,175.81917,0.16705331,105.13851,-6.7519126,85.25515,3.2403333,73.68467,-2.15252,80.06108,-8.242434,104.540985,-2.445274,73.90473,1.2220153,65.20768,-9.46071,73.04014,-1.9147313,55.52191,-4.636768,39.401413,-5.373615,49.35855,Ajith
Ajith (6).wav,1738.396677,382169.6467,3495.494995,2976966.869,0.0271741,0.000841547,0.29645327,0.092671126,0.077421933,0.001261212,117.4538352,-283.54947,6422.9985,121.051834,1263.3936,8.123465,263.75888,6.106221,249.14943,-0.60361475,267.06427,-2.1060715,171.71704,-1.1562257,252.33989,-8.461775,128.38945,-19.563732,231.92482,-0.9422948,144.98457,-1.1453706,152.2902,6.6299706,134.19781,-1.386536,153.36914,-6.869331,155.32004,0.25489524,159.39714,-1.8813962,106.85948,-3.7306967,104.09403,0.83468145,70.607376,-6.2447014,82.073,-1.7947524,126.272705,Ajith
Ajith (7).wav,1571.210716,332366.3327,3215.937779,1456561.173,0.139996963,0.003998894,0.40024066,0.08781882,0.068610302,0.001175809,143.5546875,-73.92969,4319.6406,134.96152,881.5545,-19.876837,213.37439,31.74745,227.56877,-7.616225,190.06932,23.344479,134.23656,-10.688059,102.00418,3.360604,89.07592,-5.0044146,77.98933,2.7118187,54.493473,-8.65945,74.50544,1.6659876,62.73817,-6.083901,38.10007,-1.3212574,53.327236,1.325077,42.712967,-1.0425041,45.773415,-6.4555945,36.259018,-2.3102236,34.376614,-6.653696,42.767593,-5.781998,42.624046,Ajith
Ajith (8).wav,1869.664809,725698.8154,3889.666223,2505171.106,0.082843646,0.001694198,0.46258205,0.07963533,0.074947858,0.004322222,135.9991776,-120.38581,8361.19,117.08389,1238.2931,2.5361226,412.2106,19.362125,240.39621,2.8894262,340.80804,11.079652,157.36186,5.5274777,181.50473,13.886627,145.37259,-5.14579,74.92245,3.3428733,67.486496,-4.775637,76.0512,8.030477,71.80132,-2.92271,80.107834,1.6289928,68.384964,2.3467674,68.727394,2.6554096,58.662834,-3.122128,73.458015,1.865392,49.14035,-0.6519446,41.16282,5.0328827,47.866203,Ajith
Ajith (9).wav,1763.917115,440490.8487,3661.99762,1507750.454,0.050936041,0.002139556,0.37047753,0.08803962,0.076089805,0.002866224,135.9991776,-189.87643,6840.6025,118.866714,1064.7369,-6.321206,527.29645,27.947872,168.62077,-6.9787745,188.84547,3.1228702,216.76608,4.0978117,102.362885,2.754489,120.91086,-11.408474,68.27997,1.3878024,63.498795,-3.2605958,67.53721,-5.8590736,54.322773,-4.684403,48.675713,3.3928738,52.265823,-1.1034242,60.891914,0.21775259,43.79104,-3.7196662,39.90145,-1.1502061,58.47097,3.5521185,47.49957,3.0912795,42.271847,Ajith
Ajith (10).wav,1708.054467,506939.7311,3561.87346,2290836.645,0.041644392,0.002025799,0.39279816,0.09266821,0.075336599,0.002554271,135.9991776,-218.53476,9619.281,112.922905,1376.8383,-0.42191714,444.60663,22.660028,439.18246,0.62586045,301.02866,3.328662,241.25087,3.942022,197.1205,0.58814025,165.16324,-6.2314534,105.58195,0.6630787,78.26575,-5.100842,87.32339,3.4973004,117.39454,-1.1766672,67.395996,-0.45810547,79.545334,3.7486935,78.26581,2.368657,71.29952,-4.120577,51.293682,0.5653266,52.678658,0.05932747,54.946594,1.3584826,77.02136,Ajith
Ajith (11).wav,864.5136243,106093.6118,1849.588816,509549.4324,0.032384943,0.000585956,0.49764547,0.07901248,0.042348914,0.000509219,172.265625,-295.2295,4171.0796,194.53624,1294.267,-26.85191,950.9108,21.065748,661.63885,31.33884,481.18518,-2.1822793,338.2071,10.194731,223.29001,11.013707,181.06778,1.5232922,145.44128,-1.9999056,110.73142,-1.0340601,136.05714,4.6451693,101.590065,5.4247565,99.17484,-0.41157115,89.291016,4.083767,77.45365,5.6994247,88.54828,-1.7878392,95.69943,3.590713,68.439354,5.9979863,64.51232,0.22533105,72.13388,Ajith
Ajith (12).wav,775.0253315,92954.71278,1624.475098,536278.8118,0.14136111,0.001471995,0.5368398,0.07726122,0.043196615,0.000578526,135.9991776,-172.31699,7280.2456,224.22574,1421.5494,-48.48422,1163.8984,23.998629,318.7915,34.48171,182.97992,-19.02509,404.50537,19.122429,128.9137,7.6405325,76.2463,-15.047103,146.31335,12.719709,126.28918,2.1779354,101.063576,0.15137747,124.202576,14.773799,65.14216,-3.1152132,85.792984,4.430736,81.76094,15.2110815,68.97453,-3.8643124,67.9517,3.0923069,50.4955,8.444099,51.41684,-3.808872,48.85558,Ajith
Ajith (13).wav,1138.778333,297820.0062,2432.103804,1317725.189,0.175567881,0.007217046,0.5368654,0.0742499,0.06439123,0.003000013,123.046875,-115.46238,4175.352,178.0253,935.6594,-38.220253,956.3375,66.85935,657.6928,8.495078,508.28464,1.074212,148.12166,13.7431135,184.89368,-5.9505906,173.26846,11.617924,148.46138,-12.381884,135.18054,5.066789,95.062485,6.7545033,90.9819,-10.759648,118.74321,11.538978,118.17137,-3.5886118,106.76573,0.68129337,109.50395,3.473065,60.356598,-4.906318,65.03289,7.2059984,78.44736,-7.455664,56.352165,Ajith
Ajith (14).wav,962.0383157,351095.0655,1893.730489,997910.0251,0.077115282,0.002321199,0.44371158,0.08871718,0.051653753,0.002998185,151.9990809,-225.20064,5653.99,190.73445,1156.4403,-30.002878,1586.4497,52.959457,850.76764,23.407557,469.24576,-1.2546362,238.44957,15.208632,156.86087,-5.638368,184.86235,3.8695178,211.7682,-5.1394114,83.990746,-9.322144,196.5133,3.9029956,98.47388,-1.4339676,141.20682,-5.4742365,141.06015,-1.4243397,135.74051,6.381265,94.53721,-2.944418,99.95714,-2.9885724,62.90084,6.2700863,62.48367,-4.7759933,45.228996,Ajith
Ajith (15).wav,1183.92315,100263.8455,2518.128662,417414.3471,0.145920247,0.008688991,0.34670472,0.09540539,0.066547309,0.000695463,123.046875,-112.52965,5144.8555,176.2362,611.33813,-50.892323,670.72217,48.807575,231.97023,-0.17753857,194.1121,-5.521836,136.1274,11.61172,158.75787,-18.654533,180.00053,2.091648,99.31029,-5.2678456,78.483986,-5.8490233,115.35194,1.5517125,48.020054,-8.945686,63.453197,2.9319396,78.74196,-1.4689406,46.201588,2.1077511,56.905327,-1.3155992,77.99209,-4.9750867,60.69346,5.8640823,70.14955,-5.8952456,52.290073,Ajith
Ajith (16).wav,2624.944055,1202303.203,5369.348795,1891412.651,0.059030097,0.002307818,0.5211096,0.078509256,0.132312662,0.00951094,117.4538352,-130.49153,6542.966,83.02388,1457.0061,2.085405,330.57956,27.663685,187.63034,6.3700624,185.48286,14.196193,75.91386,0.20760404,78.30922,5.6165123,65.85134,-6.0734158,68.45282,5.202752,65.14434,-7.454438,96.0453,5.484737,59.179333,-0.7396299,28.2417,0.4149083,46.158443,-1.7447317,50.297817,2.059746,26.667847,-7.047144,43.190117,0.37807456,26.0769,-8.836929,38.463676,-4.5838804,42.025772,Ajith
Ajith (17).wav,721.7064483,105314.4957,1394.22521,418402.8252,0.017523017,0.000213643,0.35885546,0.089455105,0.041144081,0.000658607,161.4990234,-391.60898,4647.3633,198.18147,1365.76,0.4581444,720.67596,10.865938,707.7995,22.71566,427.04517,4.235036,237.09734,-0.62999785,238.20059,-6.2510576,205.76958,-2.1605985,131.37187,-1.5290481,142.29411,0.3114384,123.345856,3.5452971,129.10907,-2.0341787,120.638664,-3.3365881,95.16903,0.5391076,176.28311,-1.5915802,120.01002,-8.54017,98.89461,-2.1993182,85.84683,7.7642546,83.62814,0.11942196,85.57499,Ajith
Ajith (18).wav,890.3732016,347893.1224,1809.093204,664431.3783,0.039705502,0.000480878,0.37444746,0.09277802,0.04076045,0.000466538,129.1992188,-291.56046,4064.617,202.27536,1251.0391,-23.944798,1244.3903,26.354729,970.0154,24.427605,787.90564,2.9273627,527.7943,12.607126,264.20004,2.7365618,282.60568,3.2292595,140.21097,0.48575774,155.20012,1.0438029,229.28207,2.9990785,103.94075,-2.7770739,144.89125,-3.1183026,123.86419,1.1882273,97.610435,0.4454519,112.50234,-4.24988,125.0709,0.046006057,105.71077,1.9226279,148.72606,0.63967973,158.80362,Ajith
Ajith (19).wav,2579.357509,1035236.83,5682.557091,2348984.184,0.090759934,0.000592548,0.48558378,0.08148349,0.104200053,0.009700722,112.3471467,-84.3047,4776.424,81.807755,1305.8038,8.592168,353.38806,21.393982,259.10632,5.0128264,251.2192,13.320323,135.45224,2.701707,213.27626,8.070261,91.909676,-9.798136,79.590004,6.2338676,76.24059,-3.3921952,99.27887,8.975277,106.12711,4.1080937,70.68589,4.054533,64.85854,2.671581,36.65742,8.411248,58.889103,-1.2256097,37.10705,3.0607557,49.17929,-2.4187076,38.209663,3.3086476,25.1276,Ajith
Ajith (20).wav,2371.898069,1261789.884,4900.314813,4078838.087,0.129489294,0.001582602,0.3900615,0.092156954,0.112741571,0.00891983,123.046875,-63.408775,8628.927,91.11261,1890.263,9.641365,270.1882,25.885399,180.45898,7.819183,203.63057,4.291425,154.21284,-4.787708,113.73255,6.0864596,108.46633,-3.53076,77.04273,2.5854118,124.435165,-5.958255,125.03256,6.2508903,64.673836,-4.428973,69.40665,-0.73264045,54.97792,-3.0304492,29.933395,3.5869398,60.951725,-9.376044,45.391933,3.5896523,32.631863,4.9663663,104.893814,12.528103,194.7096,Ajith
Ajith (21).wav,981.8729842,99322.99698,1951.695878,373086.2312,0.066687769,0.001945242,0.43486723,0.08296987,0.057939615,0.000789671,123.046875,-226.46506,3633.2456,209.28957,1296.1693,-37.455585,744.0924,14.833405,482.0631,28.571636,653.1406,-10.763485,247.60378,3.2304585,246.82585,11.650739,238.08914,-2.6405427,156.29266,-6.1239276,150.11208,0.5106827,162.1218,3.1597927,165.07549,1.7859174,135.3245,-7.487351,120.53193,0.30944183,145.5446,5.4654856,150.77455,-6.4501452,134.80228,0.25042886,122.58424,4.092065,104.3512,-0.30360407,98.102,Ajith
Ajith (22).wav,1266.836457,346020.8878,2708.324557,1258046.661,0.227204164,0.011580912,0.4864644,0.08765446,0.064722202,0.003122995,103.359375,-93.84144,4389.4595,173.86554,1261.4366,-54.34948,896.23596,72.74806,444.7548,-1.4524255,254.42337,9.899058,115.61238,21.933907,82.913246,-16.117416,137.52,17.285572,159.04477,-6.7833405,113.3243,5.9226084,75.41008,7.7761774,96.15335,-11.864321,78.949066,5.8068695,79.091805,-9.404167,72.671555,1.8842446,52.75769,-0.09329009,66.667305,-8.710526,50.74172,5.958114,51.53758,-7.5153427,64.80665,Ajith
Ajith (23).wav,726.4561352,103045.6855,1364.093118,505293.8021,0.134905907,0.001993466,0.28603593,0.10644158,0.047323258,0.000501526,129.1992188,-224.13757,1990.6808,231.29335,688.93384,-5.853691,927.1011,11.657647,637.69147,12.760463,496.68918,1.1510079,378.1305,15.95969,457.37628,-3.426186,153.51341,2.4412498,219.03796,9.710289,162.58969,-7.806507,137.12018,4.41691,265.92874,7.69908,94.37579,-10.378048,197.13263,-2.0554183,167.4169,3.7272942,94.001366,-0.36380586,109.13309,13.600341,107.43693,12.554059,177.132,-2.0024385,136.23817,Ajith
Ajith (24).wav,1611.216837,100994.9433,3421.891315,532336.5488,0.063470294,0.000677179,0.3950768,0.08281386,0.090297319,0.000948298,129.1992188,-144.96693,1832.377,160.47871,346.4714,-58.66005,244.33563,68.60576,187.1074,-31.80259,259.0157,25.920664,160.82924,-17.640802,142.84932,5.0395966,117.52795,-4.4257135,79.894775,-11.378461,63.317837,6.8921657,70.89378,-12.210843,95.44894,16.249302,61.847916,-13.052472,80.504135,8.714146,89.73746,-7.954619,68.57256,-6.437524,81.67502,0.88856804,46.880116,-12.157936,48.043156,3.501936,48.981865,Ajith
Ajith (25).wav,1217.470757,52011.02103,2207.474392,231217.7737,0.162995265,0.007519885,0.3038435,0.08949744,0.084710487,0.00029225,129.1992188,-114.55593,5409.656,207.18704,1084.68,-66.063446,297.27966,1.5009305,453.39252,2.902459,476.10892,-22.958525,225.41766,7.9548492,353.61218,-3.192794,162.34483,-18.565258,219.21878,5.5574627,103.4319,-0.43980813,144.5413,-6.240575,127.739746,-3.0140676,113.1941,-9.144217,121.866066,-5.128907,92.47777,0.62215114,77.1786,-7.724128,133.476,-0.19536129,111.15292,4.4587483,106.74903,2.5946152,180.97757,Ajith
Ajith (26).wav,1119.938294,270548.7902,2211.977977,927851.1139,0.046895673,0.000787857,0.44219193,0.085292146,0.070701743,0.001338505,161.4990234,-249.88327,4308.808,206.57057,1931.4572,-37.099606,1157.0355,27.423573,1825.4496,18.063808,842.58405,-0.9546699,462.40622,11.561766,537.34973,-5.8185472,412.79126,3.3073592,235.03256,-2.608561,183.85059,-10.020597,319.22708,9.39312,195.28152,5.948656,119.1483,-11.0790415,200.12006,1.47559,126.12526,9.330635,155.77364,-6.6108785,160.80124,-1.1168365,109.203804,6.581287,165.94052,-1.7802179,162.65634,Ajith
Ajith (27).wav,1254.707983,214137.5998,2597.610855,908756.1545,0.051492339,0.003078613,0.5209933,0.080306076,0.086208344,0.002132333,123.046875,-283.37634,13393.333,147.49641,3358.8,-22.190956,881.3174,40.86825,935.1204,9.544705,339.18777,1.7150313,181.58899,9.904566,167.16924,-20.244493,319.49353,-4.6747503,148.80948,-9.7747555,121.65578,-7.3180156,169.47188,7.3669667,121.03893,-8.095801,115.969604,-2.2218645,96.61294,3.5969133,75.09824,-3.9286034,96.35293,-1.9213644,54.70747,1.2557162,66.953636,-0.7023819,60.499825,-5.8321385,48.000324,Ajith
Ajith (28).wav,1001.419103,126187.4988,1925.981889,436809.9213,0.040389446,0.000682985,0.3796912,0.08589265,0.059771544,0.001090475,129.1992188,-295.22232,2975.0486,223.05907,1342.11,-49.298172,1727.5463,9.529053,1112.8079,36.973923,809.1535,3.7953258,474.73404,10.533846,488.03763,6.519868,253.93916,-2.6517498,217.13179,-4.0680776,233.56593,6.580671,191.59396,11.522235,152.84236,0.074547365,175.10968,-4.413732,184.90836,3.9647362,126.892624,5.8973165,149.61833,-5.14644,172.41208,-0.91803837,107.48094,7.3387036,143.49962,-1.5861356,199.90404,Ajith
Ajith (29).wav,1223.455165,387105.3682,2644.464944,1609227.858,0.264335112,0.011929908,0.52229726,0.08783596,0.05189283,0.002731391,112.3471467,-115.44936,8391.618,153.88643,1922.8931,-45.114456,1649.0413,64.98505,456.264,-2.5686378,334.16095,11.728627,154.89575,23.525782,113.29485,-8.506845,228.62274,20.768852,193.57658,-3.6026251,127.321495,7.318783,97.69331,8.779213,100.28203,-8.756088,121.42782,12.0892315,139.79578,-2.461493,95.576775,3.190655,83.545364,2.969402,78.98208,-0.78807366,82.563965,11.513086,114.382866,-5.716618,110.99062,Ajith
Ajith (30).wav,1414.072657,155498.5283,3047.460938,674781.2444,0.107757442,0.00520723,0.5043838,0.08638448,0.047638424,0.00028652,129.1992188,-136.83711,8444.03,132.20161,394.9346,-13.126396,327.40594,54.33806,542.9757,19.99799,260.1926,0.86991256,98.335075,15.413253,232.69887,2.430634,141.29187,-7.656301,205.4138,10.190858,133.92955,-3.0368543,127.10518,8.48694,87.05446,4.6887302,70.069786,-2.5626633,56.24321,2.6936505,71.23052,1.0287956,57.066574,-4.300938,94.540825,6.194226,69.43035,-5.24242,67.0988,3.605413,37.02264,Ajith
Ajith (31).wav,1952.758324,528582.7828,3969.15168,1737877.011,0.146447718,0.006549572,0.39806318,0.09982092,0.076306997,0.001968665,129.1992188,-82.43056,5774.075,105.444084,1455.6217,-1.6374036,428.1157,50.947365,904.5355,10.522348,453.18573,-0.09838586,239.70782,9.502638,241.62114,5.0567217,256.6838,-5.771863,202.49493,7.516341,194.67404,-9.560602,216.15445,7.1702566,106.63134,-0.3883799,98.80314,2.3864772,147.91331,4.745323,108.06193,-0.62875944,57.395958,-3.6393094,69.78769,3.3148947,60.898857,-7.65402,36.4215,1.3673314,57.929127,Ajith
Ajith (32).wav,656.8788897,67925.16535,1387.220074,711297.4797,0.092802908,0.005843318,0.5489252,0.09072851,0.022260274,0.000353006,184.5703125,-257.23303,8272.807,168.12994,2141.3833,7.373888,962.87103,31.084997,262.36523,12.614496,210.42195,18.85261,143.12502,11.140243,127.29735,-1.4220757,146.7754,20.912529,100.46925,-5.5892043,120.83109,8.542527,59.677715,24.718332,86.01436,-9.936582,126.87655,9.424482,65.96301,14.605368,71.723816,-7.723049,71.06752,6.289151,51.180977,6.9673715,31.22529,-4.632385,95.47128,-0.08816372,45.04626,Ajith
Ajith (33).wav,1045.279043,212190.1113,2112.126359,1212155.789,0.090652389,0.003480035,0.4376547,0.097025864,0.047201936,0.000677083,135.9991776,-216.44623,9895.535,174.52565,3127.5461,-14.954662,436.0428,35.012814,378.9612,-4.0406346,422.947,17.038807,353.3961,10.775983,246.35594,9.299851,146.86055,-5.8032713,156.48387,-5.9923944,94.7802,-4.0366087,165.7713,13.043779,153.742,12.729536,228.87428,-25.593565,246.53365,20.005882,168.73224,-1.2398572,148.8557,-17.246304,190.59349,1.8470012,120.47177,-6.9168997,70.533585,-0.49351913,79.755,Ajith
Ajith (34).wav,1938.55099,803404.9158,3500.652832,1889871.523,0.1193134,0.010153679,0.45270294,0.08711862,0.123922526,0.005226057,112.3471467,-129.25784,22877.102,121.569855,3559.5754,-46.004692,698.8526,22.723694,231.63467,-18.266176,344.48553,8.788944,197.22624,0.58145416,190.67953,-5.9548264,107.67671,-14.336269,102.24468,-10.517926,143.80557,-4.000631,139.43895,-0.7126028,131.02832,-5.242915,86.90818,-6.340726,90.5955,-1.3078836,76.48727,0.31418234,46.375664,-3.8261719,55.25337,3.79242,55.147625,-11.357366,85.15871,0.36537755,40.231472,Ajith
Ajith (35).wav,1787.060256,136212.3048,3446.074737,957670.6095,0.158228728,0.011965553,0.38288245,0.09613859,0.08734617,0.000221686,151.9990809,-55.09989,4324.1655,123.18744,489.53693,-32.06204,311.22665,-0.3316508,157.46846,-21.703876,395.48297,-6.980592,87.48711,4.463572,107.91251,2.0459237,115.977776,-19.725655,83.74261,-2.0183158,63.805943,-10.937912,86.468506,2.627639,59.254055,-0.56718886,54.151134,-7.491513,57.19758,-6.2001157,55.181923,-2.4083643,48.876514,-16.184513,64.058685,2.192141,36.969395,0.000554437,25.203918,-1.5227873,29.58836,Ajith
Ajith (36).wav,1014.327838,184833.2104,2036.699896,619689.1348,0.16891228,0.013321417,0.34435165,0.09429151,0.047047832,0.000924965,129.1992188,-160.39824,14427.143,152.8103,1481.8073,-17.319286,658.9013,43.357403,556.4331,36.00393,609.20264,-7.6833053,145.78651,-8.193276,263.4143,9.35636,267.81696,-13.714562,147.07504,-13.969473,122.03458,1.8336024,116.64615,-0.22139545,54.364414,-9.539375,82.66328,0.82338274,50.594772,-1.2658188,67.740776,-3.4743192,61.755104,-7.061899,72.137665,-6.442752,35.06143,-4.773446,31.34894,-4.6966944,41.381805,Ajith
Ajith (37).wav,2904.514972,1535820.341,6089.381458,1810197.997,0.078955145,0.000759296,0.5097616,0.07423129,0.149960097,0.017594937,129.1992188,-87.310646,5837.091,73.17032,2478.4663,15.007053,261.54718,22.610554,150.75699,-1.4714285,314.92413,12.882167,136.81879,4.70629,163.39629,8.8118925,114.472305,-11.352489,61.041084,3.100472,70.02651,-5.6193023,83.977425,3.7381434,84.33025,0.44206074,56.779266,1.0869694,65.16829,1.7057037,49.0479,5.030538,70.12459,-4.7862697,71.13081,2.9981315,49.332447,-4.549793,40.390182,0.7170788,23.220566,Ajith
